"id","collarid","attributecolumn","attributevalue","modifieddate","modifiedby","mrtdetailid"
"14404333",1233136,"Total_depth","186",NULL,NULL,867093
"14404334",1233136,"Elevation","415.117",NULL,NULL,867096
"14404335",1233136,"Lease_ID","M59/644",NULL,NULL,867097
"14404336",1233136,"Date_Complete","29-Sep-08",NULL,NULL,867098
"14404337",1233136,"Drill_contractor","Strange",NULL,NULL,867099
"14404338",1233137,"Drill_code","RC",NULL,NULL,867092
"14404339",1233137,"Total_depth","270",NULL,NULL,867093
"14404340",1233137,"Elevation","414.784",NULL,NULL,867096
"14404341",1233137,"Lease_ID","M59/644",NULL,NULL,867097
"14404342",1233137,"Date_Complete","06-Oct-08",NULL,NULL,867098
"14404343",1233137,"Drill_contractor","Strange",NULL,NULL,867099
"14404344",1233138,"Drill_code","RC",NULL,NULL,867092
"14404345",1233138,"Total_depth","154",NULL,NULL,867093
"14404346",1233138,"Elevation","410.218",NULL,NULL,867096
"14404347",1233138,"Lease_ID","M59/644",NULL,NULL,867097
"14404348",1233138,"Date_Complete","08-Oct-08",NULL,NULL,867098
"14404349",1233138,"Drill_contractor","Strange",NULL,NULL,867099
"14404350",1233139,"Drill_code","RC",NULL,NULL,867092
"14404351",1233139,"Total_depth","180",NULL,NULL,867093
"14404352",1233139,"Elevation","411.242",NULL,NULL,867096
"14404353",1233139,"Lease_ID","M59/644",NULL,NULL,867097
"14404354",1233139,"Date_Complete","11-Oct-08",NULL,NULL,867098
"14404355",1233139,"Drill_contractor","Strange",NULL,NULL,867099
"14404356",1233140,"Drill_code","RC",NULL,NULL,867092
"14404357",1233140,"Total_depth","180",NULL,NULL,867093
"14404358",1233140,"Elevation","411.248",NULL,NULL,867096
"14404359",1233140,"Lease_ID","M59/644",NULL,NULL,867097
"14404360",1233140,"Date_Complete","13-Oct-08",NULL,NULL,867098
"14404361",1233140,"Drill_contractor","Strange",NULL,NULL,867099
"14404362",1233141,"Drill_code","RC",NULL,NULL,867092
"14404363",1233141,"Total_depth","180",NULL,NULL,867093
"14404364",1233141,"Elevation","400.675",NULL,NULL,867096
"14404365",1233141,"Lease_ID","M59/644",NULL,NULL,867097
"14404366",1233141,"Date_Complete","16-Oct-08",NULL,NULL,867098
"14404367",1233141,"Drill_contractor","Strange",NULL,NULL,867099
"14404368",1233142,"Drill_code","RC",NULL,NULL,867092
"14404369",1233142,"Total_depth","170",NULL,NULL,867093
"14404370",1233142,"Elevation","381.593",NULL,NULL,867096
"14404371",1233142,"Lease_ID","M59/644",NULL,NULL,867097
"14404372",1233142,"Date_Complete","18-Oct-08",NULL,NULL,867098
"14404373",1233142,"Drill_contractor","Strange",NULL,NULL,867099
"14404374",1233143,"Drill_code","RC",NULL,NULL,867092
"14404375",1233143,"Total_depth","144",NULL,NULL,867093
"14404376",1233143,"Elevation","369.206",NULL,NULL,867096
"14404377",1233143,"Lease_ID","M59/644",NULL,NULL,867097
"14404378",1233143,"Date_Complete","19-Oct-08",NULL,NULL,867098
"14404379",1233143,"Drill_contractor","Strange",NULL,NULL,867099
"14404380",1233144,"Drill_code","RC",NULL,NULL,867092
"14404381",1233144,"Total_depth","168",NULL,NULL,867093
"14404382",1233144,"Elevation","377.528",NULL,NULL,867096
"14404383",1233144,"Lease_ID","M59/644",NULL,NULL,867097
"14404384",1233144,"Date_Complete","21-Oct-08",NULL,NULL,867098
"14404385",1233144,"Drill_contractor","Strange",NULL,NULL,867099
"14404386",1233145,"Drill_code","RC",NULL,NULL,867092
"14404387",1233145,"Total_depth","126",NULL,NULL,867093
"14404388",1233145,"Elevation","370.174",NULL,NULL,867096
"14404389",1233145,"Lease_ID","M59/644",NULL,NULL,867097
"14404390",1233145,"Date_Complete","22-Oct-08",NULL,NULL,867098
"14404391",1233145,"Drill_contractor","Strange",NULL,NULL,867099
"14404392",1233146,"Drill_code","RC",NULL,NULL,867092
"14404393",1233146,"Total_depth","164",NULL,NULL,867093
"14404394",1233146,"Elevation","379.847",NULL,NULL,867096
"14404395",1233146,"Lease_ID","M59/644",NULL,NULL,867097
"14404396",1233146,"Date_Complete","24-Oct-08",NULL,NULL,867098
"14404397",1233146,"Drill_contractor","Strange",NULL,NULL,867099
"14404398",1233147,"Drill_code","RC",NULL,NULL,867092
"14404399",1233147,"Total_depth","132",NULL,NULL,867093
"14404400",1233147,"Elevation","380.265",NULL,NULL,867096
"14404401",1233147,"Lease_ID","M59/644",NULL,NULL,867097
"14404402",1233147,"Date_Complete","25-Oct-08",NULL,NULL,867098
"14404403",1233147,"Drill_contractor","Strange",NULL,NULL,867099
"14404404",1233148,"Drill_code","RC",NULL,NULL,867092
"14404405",1233148,"Total_depth","168",NULL,NULL,867093
"14404406",1233148,"Elevation","369.727",NULL,NULL,867096
"14404407",1233148,"Lease_ID","M59/644",NULL,NULL,867097
"14404408",1233148,"Date_Complete","27-Oct-08",NULL,NULL,867098
"14404409",1233148,"Drill_contractor","Strange",NULL,NULL,867099
"14404410",1233149,"Drill_code","RC",NULL,NULL,867092
"14404411",1233149,"Total_depth","166",NULL,NULL,867093
"14404412",1233149,"Elevation","378.301",NULL,NULL,867096
"14404413",1233149,"Lease_ID","M59/644",NULL,NULL,867097
"14404414",1233149,"Date_Complete","28-Oct-08",NULL,NULL,867098
"14404415",1233149,"Drill_contractor","Strange",NULL,NULL,867099
"14404416",1233150,"Drill_code","RC",NULL,NULL,867092
"14404417",1233150,"Total_depth","175",NULL,NULL,867093
"14404418",1233150,"Elevation","392.573",NULL,NULL,867096
"14404419",1233150,"Lease_ID","M59/644",NULL,NULL,867097
"14404420",1233150,"Date_Complete","02-Nov-08",NULL,NULL,867098
"14404421",1233150,"Drill_contractor","Strange",NULL,NULL,867099
"14404422",1233151,"Drill_code","RC",NULL,NULL,867092
"14404423",1233151,"Total_depth","170",NULL,NULL,867093
"14404424",1233151,"Elevation","376.052",NULL,NULL,867096
"14404425",1233151,"Lease_ID","M59/644",NULL,NULL,867097
"14404426",1233151,"Date_Complete","04-Nov-08",NULL,NULL,867098
"14404427",1233151,"Drill_contractor","Strange",NULL,NULL,867099
"14404428",1233152,"Drill_code","RC",NULL,NULL,867092
"14404429",1233152,"Total_depth","150",NULL,NULL,867093
"14404430",1233152,"Elevation","402.044",NULL,NULL,867096
"14404431",1233152,"Lease_ID","M59/644",NULL,NULL,867097
"14404432",1233152,"Date_Complete","05-Nov-08",NULL,NULL,867098
"14404433",1233152,"Drill_contractor","Strange",NULL,NULL,867099
"14404434",1233153,"Drill_code","RC",NULL,NULL,867092
"14404435",1233153,"Total_depth","180",NULL,NULL,867093
"14404436",1233153,"Elevation","374.132",NULL,NULL,867096
"14404437",1233153,"Lease_ID","M59/644",NULL,NULL,867097
"14404438",1233153,"Date_Complete","09-Nov-08",NULL,NULL,867098
"14404439",1233153,"Drill_contractor","Strange",NULL,NULL,867099
"14404440",1233154,"Drill_code","RC",NULL,NULL,867092
"14404441",1233154,"Total_depth","180",NULL,NULL,867093
"14404442",1233154,"Elevation","434.943",NULL,NULL,867096
"14404443",1233154,"Lease_ID","M59/644",NULL,NULL,867097
"14404444",1233154,"Date_Complete","13-Nov-08",NULL,NULL,867098
"14404445",1233154,"Drill_contractor","Strange",NULL,NULL,867099
"14404446",1233155,"Drill_code","RC",NULL,NULL,867092
"14404447",1233155,"Total_depth","168",NULL,NULL,867093
"14404448",1233155,"Elevation","413.028",NULL,NULL,867096
"14404449",1233155,"Lease_ID","M59/644",NULL,NULL,867097
"14404450",1233155,"Date_Complete","15-Nov-08",NULL,NULL,867098
"14404451",1233155,"Drill_contractor","Strange",NULL,NULL,867099
"14404452",1233156,"Drill_code","RC",NULL,NULL,867092
"14404453",1233156,"Total_depth","170",NULL,NULL,867093
"14404454",1233156,"Elevation","411.864",NULL,NULL,867096
"14404455",1233156,"Lease_ID","M59/644",NULL,NULL,867097
"14404456",1233156,"Date_Complete","17-Nov-08",NULL,NULL,867098
"14404457",1233156,"Drill_contractor","Strange",NULL,NULL,867099
"14404458",1233157,"Drill_code","RC",NULL,NULL,867092
"14404459",1233157,"Total_depth","137",NULL,NULL,867093
"14404460",1233157,"Elevation","412.133",NULL,NULL,867096
"14404461",1233157,"Lease_ID","M59/644",NULL,NULL,867097
"14404462",1233157,"Date_Complete","18-Nov-08",NULL,NULL,867098
"14404463",1233157,"Drill_contractor","Strange",NULL,NULL,867099
"14404548",1233172,"Drill_code","RC",NULL,NULL,867092
"14404549",1233172,"Total_depth","138",NULL,NULL,867093
"14404550",1233172,"Elevation","364.602",NULL,NULL,867096
"14404551",1233172,"Lease_ID","E59/817",NULL,NULL,867097
"14404552",1233172,"Date_Complete","30-Nov-08",NULL,NULL,867098
"14404553",1233172,"Drill_contractor","Strange",NULL,NULL,867099
"14404590",1233179,"Drill_code","RC",NULL,NULL,867092
"14404591",1233179,"Total_depth","126",NULL,NULL,867093
"14404592",1233179,"Elevation","359.263",NULL,NULL,867096
"14404593",1233179,"Lease_ID","E59/817",NULL,NULL,867097
"14404594",1233179,"Date_Complete","05-Dec-08",NULL,NULL,867098
"14404595",1233179,"Drill_contractor","Strange",NULL,NULL,867099
"14404626",1233185,"Drill_code","RC",NULL,NULL,867092
"14404627",1233185,"Total_depth","126",NULL,NULL,867093
"14404628",1233185,"Elevation","358.45",NULL,NULL,867096
"14404629",1233185,"Lease_ID","E59/817",NULL,NULL,867097
"14404630",1233185,"Date_Complete","07-Dec-08",NULL,NULL,867098
"14404631",1233185,"Drill_contractor","Strange",NULL,NULL,867099
"14404740",1233204,"Drill_code","RC",NULL,NULL,867092
"14404741",1233204,"Total_depth","132",NULL,NULL,867093
"14404742",1233204,"Elevation","371.693",NULL,NULL,867096
"14404743",1233204,"Lease_ID","E59/817",NULL,NULL,867097
"14404744",1233204,"Date_Complete","10-Dec-08",NULL,NULL,867098
"14404745",1233204,"Drill_contractor","Strange",NULL,NULL,867099
"14404746",1233205,"Drill_code","RC",NULL,NULL,867092
"14404747",1233205,"Total_depth","216",NULL,NULL,867093
"14404748",1233205,"Elevation","432.749",NULL,NULL,867096
"14404749",1233205,"Lease_ID","M59/644",NULL,NULL,867097
"14404750",1233205,"Date_Complete","13-Dec-08",NULL,NULL,867098
"14404751",1233205,"Drill_contractor","Strange",NULL,NULL,867099
"14404752",1233206,"Drill_code","RC",NULL,NULL,867092
"14404753",1233206,"Total_depth","138",NULL,NULL,867093
"14404754",1233206,"Elevation","419.812",NULL,NULL,867096
"14404755",1233206,"Lease_ID","M59/644",NULL,NULL,867097
"14404756",1233206,"Date_Complete","14-Dec-08",NULL,NULL,867098
"14404757",1233206,"Drill_contractor","Strange",NULL,NULL,867099
"14404758",1233207,"Drill_code","RCD",NULL,NULL,867092
"14404759",1233207,"Total_depth","450",NULL,NULL,867093
"14404760",1233207,"Elevation","431.426",NULL,NULL,867096
"14404761",1233207,"Lease_ID","M59/644",NULL,NULL,867097
"14404762",1233207,"Date_Complete","28-Nov-08",NULL,NULL,867098
"14404763",1233207,"Drill_contractor","Arrin/MtM",NULL,NULL,867099
"14404764",1233208,"Drill_code","DD",NULL,NULL,867092
"14404765",1233208,"Total_depth","443.2",NULL,NULL,867093
"14404766",1233208,"Elevation","380.234",NULL,NULL,867096
"14404767",1233208,"Lease_ID","M59/644",NULL,NULL,867097
"14404768",1233208,"Date_Complete","12-Feb-09",NULL,NULL,867098
"14404769",1233208,"Drill_contractor","Connector",NULL,NULL,867099
"14404770",1233209,"Drill_code","RCD",NULL,NULL,867092
"14404771",1233209,"Total_depth","215",NULL,NULL,867093
"14404772",1233209,"Elevation","403.074",NULL,NULL,867096
"14404773",1233209,"Lease_ID","M59/721",NULL,NULL,867097
"14404774",1233209,"Date_Complete","11-Oct-08",NULL,NULL,867098
"14404775",1233209,"Drill_contractor","Connector",NULL,NULL,867099
"14404776",1233210,"Drill_code","RCD",NULL,NULL,867092
"14404777",1233210,"Total_depth","703.2",NULL,NULL,867093
"14404778",1233210,"Elevation","416.671",NULL,NULL,867096
"14404779",1233210,"Lease_ID","M59/644",NULL,NULL,867097
"14404780",1233210,"Date_Complete","03-Jun-08",NULL,NULL,867098
"14404781",1233210,"Drill_contractor","Grimwood",NULL,NULL,867099
"14404782",1233211,"Drill_code","RCD",NULL,NULL,867092
"14404783",1233211,"Total_depth","444.7",NULL,NULL,867093
"14404784",1233211,"Elevation","435.841",NULL,NULL,867096
"14404785",1233211,"Lease_ID","M59/644",NULL,NULL,867097
"14404786",1233211,"Date_Complete","14-Jan-09",NULL,NULL,867098
"14404787",1233211,"Drill_contractor","Mt Magnet",NULL,NULL,867099
"14404788",1233212,"Drill_code","RCD",NULL,NULL,867092
"14404789",1233212,"Total_depth","467",NULL,NULL,867093
"14404790",1233212,"Elevation","419.057",NULL,NULL,867096
"14404791",1233212,"Lease_ID","M59/644",NULL,NULL,867097
"14404792",1233212,"Date_Complete","17-Jan-09",NULL,NULL,867098
"14404793",1233212,"Drill_contractor","Strange",NULL,NULL,867099
"14404794",1233213,"Drill_code","RCD",NULL,NULL,867092
"14404795",1233213,"Total_depth","452.4",NULL,NULL,867093
"14404796",1233213,"Elevation","432.543",NULL,NULL,867096
"14404797",1233213,"Lease_ID","M59/644",NULL,NULL,867097
"14404798",1233213,"Date_Complete","28-May-08",NULL,NULL,867098
"14404799",1233213,"Drill_contractor","Connector",NULL,NULL,867099
"14404800",1233214,"Drill_code","RCD",NULL,NULL,867092
"14404801",1233214,"Total_depth","500.1",NULL,NULL,867093
"14404802",1233214,"Elevation","421.876",NULL,NULL,867096
"14404803",1233214,"Lease_ID","M59/644",NULL,NULL,867097
"14404804",1233214,"Date_Complete","10-Jun-08",NULL,NULL,867098
"14404805",1233214,"Drill_contractor","Connector",NULL,NULL,867099
"14404806",1233215,"Drill_code","RCD",NULL,NULL,867092
"14404807",1233215,"Total_depth","288.2",NULL,NULL,867093
"14404808",1233215,"Elevation","420.894",NULL,NULL,867096
"14404809",1233215,"Lease_ID","M59/644",NULL,NULL,867097
"14404810",1233215,"Date_Complete","29-Oct-08",NULL,NULL,867098
"14404811",1233215,"Drill_contractor","Connector",NULL,NULL,867099
"14404812",1233216,"Drill_code","RCD",NULL,NULL,867092
"14404813",1233216,"Total_depth","556.4",NULL,NULL,867093
"14404814",1233216,"Elevation","422.946",NULL,NULL,867096
"14404815",1233216,"Lease_ID","M59/644",NULL,NULL,867097
"14404816",1233216,"Date_Complete","24-Jan-09",NULL,NULL,867098
"14404817",1233216,"Drill_contractor","Connector",NULL,NULL,867099
"14404818",1233217,"Drill_code","RCD",NULL,NULL,867092
"14404819",1233217,"Total_depth","275",NULL,NULL,867093
"14404820",1233217,"Elevation","439.417",NULL,NULL,867096
"14404821",1233217,"Lease_ID","M59/644",NULL,NULL,867097
"14404822",1233217,"Date_Complete","30-Nov-08",NULL,NULL,867098
"14404823",1233217,"Drill_contractor","Connector",NULL,NULL,867099
"14404824",1233218,"Drill_code","RCD",NULL,NULL,867092
"14404825",1233218,"Total_depth","356.1",NULL,NULL,867093
"14404826",1233218,"Elevation","439.49",NULL,NULL,867096
"14404827",1233218,"Lease_ID","M59/644",NULL,NULL,867097
"14404828",1233218,"Date_Complete","07-Dec-08",NULL,NULL,867098
"14404829",1233218,"Drill_contractor","Connector",NULL,NULL,867099
"14404830",1233219,"Drill_code","RCD",NULL,NULL,867092
"14404831",1233219,"Total_depth","342.6",NULL,NULL,867093
"14404832",1233219,"Elevation","427.781",NULL,NULL,867096
"14404833",1233219,"Lease_ID","M59/644",NULL,NULL,867097
"14404834",1233219,"Date_Complete","14-Dec-08",NULL,NULL,867098
"14404835",1233219,"Drill_contractor","Connector",NULL,NULL,867099
"14404836",1233220,"Drill_code","RCD",NULL,NULL,867092
"14404837",1233220,"Total_depth","311.1",NULL,NULL,867093
"14404838",1233220,"Elevation","427.832",NULL,NULL,867096
"14404839",1233220,"Lease_ID","M59/644",NULL,NULL,867097
"14404840",1233220,"Date_Complete","09-Dec-08",NULL,NULL,867098
"14404841",1233220,"Drill_contractor","Strange",NULL,NULL,867099
"14404842",1233221,"Drill_code","RCD",NULL,NULL,867092
"14404843",1233221,"Total_depth","302.1",NULL,NULL,867093
"14404844",1233221,"Elevation","439.148",NULL,NULL,867096
"14404845",1233221,"Lease_ID","M59/644",NULL,NULL,867097
"14404846",1233221,"Date_Complete","18-Nov-08",NULL,NULL,867098
"14404847",1233221,"Drill_contractor","Connector",NULL,NULL,867099
"14404848",1233222,"Drill_code","RCD",NULL,NULL,867092
"14404849",1233222,"Total_depth","540.6",NULL,NULL,867093
"14404850",1233222,"Elevation","431.721",NULL,NULL,867096
"14404851",1233222,"Lease_ID","M59/644",NULL,NULL,867097
"14404852",1233222,"Date_Complete","22-May-08",NULL,NULL,867098
"14404853",1233222,"Drill_contractor","Connector",NULL,NULL,867099
"14404854",1233223,"Drill_code","RCD",NULL,NULL,867092
"14404855",1233223,"Total_depth","501.3",NULL,NULL,867093
"14404856",1233223,"Elevation","431.53",NULL,NULL,867096
"14404857",1233223,"Lease_ID","M59/644",NULL,NULL,867097
"14404858",1233223,"Date_Complete","24-Nov-08",NULL,NULL,867098
"14404859",1233223,"Drill_contractor","Connector",NULL,NULL,867099
"14404860",1233224,"Drill_code","RCD",NULL,NULL,867092
"14404861",1233224,"Total_depth","597.1",NULL,NULL,867093
"14404862",1233224,"Elevation","422.015",NULL,NULL,867096
"14404863",1233224,"Lease_ID","M59/644",NULL,NULL,867097
"14404864",1233224,"Date_Complete","17-May-08",NULL,NULL,867098
"14404865",1233224,"Drill_contractor","Connector",NULL,NULL,867099
"14404866",1233225,"Drill_code","RCD",NULL,NULL,867092
"14404867",1233225,"Total_depth","221.3",NULL,NULL,867093
"14404868",1233225,"Elevation","364.621",NULL,NULL,867096
"14404869",1233225,"Lease_ID","M59/721",NULL,NULL,867097
"14404870",1233225,"Date_Complete","25-Oct-08",NULL,NULL,867098
"14404871",1233225,"Drill_contractor","Connector",NULL,NULL,867099
"14404872",1233226,"Drill_code","RCD",NULL,NULL,867092
"14404873",1233226,"Total_depth","317.4",NULL,NULL,867093
"14404874",1233226,"Elevation","376.292",NULL,NULL,867096
"14404875",1233226,"Lease_ID","M59/721",NULL,NULL,867097
"14404876",1233226,"Date_Complete","17-Oct-08",NULL,NULL,867098
"14404877",1233226,"Drill_contractor","Connector",NULL,NULL,867099
"14404878",1233227,"Drill_code","RCD",NULL,NULL,867092
"14404879",1233227,"Total_depth","260.1",NULL,NULL,867093
"14404880",1233227,"Elevation","370.619",NULL,NULL,867096
"14404881",1233227,"Lease_ID","M59/721",NULL,NULL,867097
"14404882",1233227,"Date_Complete","05-Sep-08",NULL,NULL,867098
"14404883",1233227,"Drill_contractor","Connector",NULL,NULL,867099
"14404884",1233228,"Drill_code","DD",NULL,NULL,867092
"14404885",1233228,"Total_depth","245",NULL,NULL,867093
"14404886",1233228,"Elevation","401.219",NULL,NULL,867096
"14404887",1233228,"Lease_ID","M59/721",NULL,NULL,867097
"14404888",1233228,"Date_Complete","01-Sep-08",NULL,NULL,867098
"14404889",1233229,"Drill_code","RCD",NULL,NULL,867092
"14404890",1233229,"Total_depth","147.4",NULL,NULL,867093
"14404891",1233229,"Elevation","387.233",NULL,NULL,867096
"14404892",1233229,"Lease_ID","M59/721",NULL,NULL,867097
"14404893",1233229,"Date_Complete","03-Oct-08",NULL,NULL,867098
"14404894",1233229,"Drill_contractor","Connector",NULL,NULL,867099
"14404901",1233231,"Drill_code","RCD",NULL,NULL,867092
"14404902",1233231,"Total_depth","247.4",NULL,NULL,867093
"14404903",1233231,"Elevation","390.166",NULL,NULL,867096
"14404904",1233231,"Lease_ID","M59/721",NULL,NULL,867097
"14404905",1233231,"Date_Complete","07-Oct-08",NULL,NULL,867098
"14404906",1233231,"Drill_contractor","Connector",NULL,NULL,867099
"14404907",1233232,"Drill_code","DD",NULL,NULL,867092
"14404908",1233232,"Total_depth","127.7",NULL,NULL,867093
