Comments_Field,Comment_Attr_val,Comment_cleaned_text,Comment_Fuzzy_wuzzy,Comment_Score,
Comment,<1M OF COVER., 1m of cover ,cover,101,
Comment,1M OF CSA.,1m of csa ,Other,44,
Comment,1M OF CSA/CLP.,1m of csa clp ,Other,40,
Comment,1m of trans. alluvial cover.,1m of trans  alluvial cover ,cover,101,
Comment,<1M OF TRANS. COLLUVIUM, 1m of trans  colluvium,colluvium,101,
Comment,"1M OF TRANS. COLLUVIUM FOM SIF RIDGE TO THE WEST.","1m of trans  colluvium  fom sif ridge to the west ",colluvium,100,
Comment,1M OF TRANS. COLLUVIUM. SIF SCREE.,1m of trans  colluvium  sif scree ,colluvium,100,
Comment,1m of trans. cover,1m of trans  cover,cover,101,
Comment,1m of trans. cover.,1m of trans  cover ,cover,101,
Comment,<1M OF TRANS COVER., 1m of trans cover ,cover,101,
Comment,1M OF TRANS COVER.,1m of trans cover ,cover,101,
Comment,1M OF TRANS. COVER,1m of trans  cover,cover,101,
Comment,1M OF TRANS. COVER.,1m of trans  cover ,cover,101,
Comment,<1M OF TRANS. COVER.  SUB/CROP OF FOM SSM CLOSE BY., 1m of trans  cover  sub crop of fom ssm close by ,cover,100,
Comment,1m of transported cover.,1m of transported cover ,cover,101,
Comment,1 M TALC SHIST? SHEAR ZONE???,1 m talc shist shear zone,talc-rock,100,
Comment,1% MT CONTAM,1  mt contam,Other,56,
Comment,1M THICK QTZ -PY VN,1m thick qtz  py vn,Other,40,
Comment,1m trans. cover.,1m trans  cover ,cover,101,
Comment,1m trans. cover. pisolitic also.,1m trans  cover  pisolitic also ,cover,100,
Comment,1m transported abd. scree,1m transported abd  scree,colluvium,100,
Comment,1m transported cover.,1m transported cover ,cover,101,
Comment,1m transported csc,1m transported csc,colluvium,100,
Comment,1m zones of SE dominated alteration,1m zones of se dominated alteration,Other,45,
Comment,1% PGN CHT,1  pgn cht,Other,55,
Comment,1% PY,1  py,Other,40,
Comment,"1% PY PY PITS","1  py  py pits",Other,46,
Comment,"1% PYR PART BED PARALLEL CORE","1  pyr  part bed parallel core",Other,45,
Comment,1% Py. Shear zone 102.23m,1  py  shear zone 102 23m,Other,55,
Comment,"1%Qv. BREC MICRO FAULTSSLICK JOINTS","1 qv  brec  micro faults slick joints",fault,100,
Comment,1%QV; WITH SD IN VEINS,1 qv  with sd in veins,vein,101,
Comment,1st BIF,1st bif,banded_iron_formation,101,
Comment,1st BIF banding,1st bif banding,banded_iron_formation,100,
Comment,1st COLLAR BLEWOUT AT 2m - 2nd COLLAR SUCESSFUL,1st collar blewout at 2m   2nd collar sucessful,Other,35,
Comment,1% Sulphide,1  sulphide,massive_sulphide,101,
Comment,1% SULPHIDES,1  sulphides,massive_sulphide,84,
Comment,1% vn qtz,1  vn qtz,Other,45,
Comment,2, ,aeolian_deposit,101,
Comment,200mm BRECCIA ZONE AT BASAL CONTACT,200mm breccia zone at basal contact,breccia,100,
Comment,200mm qbvn @ contact,200mm qbvn   contact,Other,67,
Comment,20-30mm py cubes,20 30mm py cubes,Other,35,
Comment,20% <3mm Q XTALS,20   3mm q xtals,Other,42,
Comment,"<20cm ca-si altered clasts/patches biotite flecks?"," 20cm ca si altered clasts patches  biotite flecks",patches,100,
Comment,20cm chilled margins,20cm chilled margins,Other,44,
Comment,20CM QTZ VEIN AT UPPER CONTACT,20cm qtz vein at upper contact,vein,100,
Comment,20cm Qtz vn at upper contact.,20cm qtz vn at upper contact ,Other,67,
Comment,"20cm quartz vein at contact moderate Si spotting after contact","20cm quartz vein at contact  moderate si spotting after contact",vein,100,
Comment,20cm QVN making upper contact,20cm qvn making upper contact,Other,67,
Comment,"20cm SHEARED QZCB ZONE NEAR TOP FELS PHENOS WELL PRESERVED MOST STRETCHED IN FOLIATION","20cm sheared qzcb zone near top  fels phenos well preserved  most stretched in foliation",Other,31,
Comment,20cm WELL LAM ZONE AT TOP CONTACT WITH PY THEN TK WITH SOME FRILLY QTZ ZONES,20cm well lam zone at top contact with py then tk with some frilly qtz zones,Other,67,
Comment,"<20mm qzph clasts increased ca alteration in some patches"," 20mm qzph clasts  increased ca alteration in some patches",patches,100,
Comment,<20mm siliceous fragments, 20mm siliceous fragments,Other,78,
Comment,20m west of chullar sz mylonitic o/c. 80-270 moves into ssm/ssh oxidized,20m west of chullar sz mylonitic o c  80 270 moves into ssm ssh oxidized,Other,32,
Comment,20% PIS,20  pis,Other,43,
Comment,20% PIS. ,20  pis ,Other,43,
Comment,20% PIS.  ,20  pis ,Other,43,
Comment,"20% Pis 3% Rock frags","20  pis  3  rock frags",rock,100,
Comment,20% PY & trace SP at 98m,20  py   trace sp at 98m,Other,44,
Comment,20% QZ,20  qz,Other,36,
Comment,"20% QZ minor rounded maghemite nodules","20  qz  minor rounded maghemite nodules",nodules,100,
Comment,"20% transluscent QZ trace malachite","20  transluscent qz  trace malachite",Other,50,
Comment,20% vn qtz small sample,20  vn qtz small sample,Other,41,
Comment,"22-26m 31-35m wet","22 26m  31 35m wet",Other,34,
Comment,22m water injected.,22m water injected ,Other,53,
Comment,23 - 27 KH239,23   27 kh239,Other,22,
Comment,2-3MM ELONGATE FELD,2 3mm elongate feld,Other,51,
Comment,2-3MM FPH,2 3mm fph,Other,38,
Comment,<2-3mm fspar phenocrysts. Crackle brecciated appearance towards base of interval, 2 3mm f spar phenocrysts  crackle brecciated appearance towards base of interval,Other,35,
Comment,2-3mm milky qtz; felsic/mafic clasts,2 3mm milky qtz  felsic mafic clasts,felsic,100,
Comment,2-3MM QTZ,2 3mm qtz,Other,40,
Comment,"2-3mm qtz angular poss; near source clastic / alt dac ? Py decreasing from mass to spo. Some poss other clasts?","2 3mm qtz  angular  poss  near source clastic alt dac py decreasing from mass to spo  some poss other clasts",Other,61,
Comment,2-3mm Quartz veins,2 3mm quartz veins,vein,101,
Comment,2-3mm Rounded quartz grains,2 3mm rounded quartz grains,vein,100,
Comment,"2-3mm sub-euhedral fspar possible rare biotite pcrysts","2 3mm sub euhedral f spar  possible rare biotite p crysts",Other,38,
Comment,24 - 29 KH245,24   29 kh245,Other,22,
Comment,"2-4mm generally well preserved and partly Ca altered fspar <1-2mm Qz. Clt defines a wk foliation occasional wkly clt altered xenoliths","2 4mm generally well preserved and partly ca altered f spar   1 2mm qz  clt defines a wk foliation  occasional wkly clt altered xenoliths",Other,32,
Comment,"2-4MM QTZ PHENOS BLUE COLOUR","2 4mm qtz phenos  blue colour",Other,42,
Comment,2-4mm SI SPOTS CONTINUED BROKEN FAULTED CORE,2 4mm si spots continued broken faulted core,spots,100,
Comment,2-4mm strained - subhedral fspar phenocrysts,2 4mm strained   subhedral f spar phenocrysts,Other,42,
Comment,2 50CM SULPHIDE STRINGERS IN SPOTTED SLST,2 50cm sulphide stringers in spotted slst,massive_sulphide,100,
Comment,2 50mm ZONES OF INTENSE VEINING - POSSIBLE SHEARS,2 50mm zones of intense veining   possible shears,Other,39,
Comment,"2-5mm ca alteration spots 669m increased clt alteration & fow","2 5mm ca alteration spots  669m increased clt alteration   fow",spots,100,
Comment,"2-5mm CLT BLEBS STRETCHED IN FOLIATION PERVASIVE SE ALT OVERPRINTED BY PER BI ALT FROM 1300.4-1304m","2 5mm clt blebs stretched in foliation  pervasive se alt  overprinted by per bi alt from 1300 4 1304m",Other,35,
Comment,"2-5mm fractured QPH clt-se altered patches clt altered patches increase beyond 579m minor ca veins py concentrated along foliation & associated with ca zones","2 5mm fractured qph  clt se altered patches  clt altered patches increase beyond 579m  minor ca veins  py concentrated along foliation   associated with ca zones",patches,100,
Comment,"2-5mm subhedral fspar laths strained in part in a fg clt-qz-fs gmass <1mm qz phenocrysts ca-clt veins ca vein with 10mm py @ 931.8m","2 5mm subhedral f spar laths  strained in part in a fg clt qz fs g mass   1mm qz phenocrysts  ca clt veins  ca vein with 10mm py   931 8m",vein,100,
Comment,25% modal sub-euhedral fspar phenocrysts + minor amorphous clt-alt ? biotite phenocrysts,25  modal sub euhedral f spar phenocrysts + minor amorphous clt alt biotite phenocrysts,Other,40,
Comment,2-5% PY,,aeolian_deposit,101,
Comment,25% QZ at 58-60m,25  qz at 58 60m,Other,36,
Comment,25% vn qtz,25  vn qtz,Other,43,
Comment,"2-60mm subangular Si altered fragments in a Clt and wispy Si altered groundmass 2mm Qz fragments apparent in clt altered clasts and scattered <3-4mm angular qz fragments","2 60mm subangular si altered fragments in a clt and wispy si altered groundmass  2mm qz fragments apparent in clt altered clasts and scattered  3 4mm angular qz fragments",Other,24,
Comment,26 - 30 KH287,26   30 kh287,Other,22,
Comment,"264.1 end hq. Banded granule bx laminated thinly bedded slst.","264 1 end hq  banded granule bx  laminated  thinly bedded slst ",Other,71,
Comment,"2->64mm ang-subrounded clasts in a CG often FSPH matrix. Si/se and occasionally clt altered FSPH clasts fspar predominantly <3mm often ghosted and occasionally clt altered within the si/se altered clasts rare cubic py and occasional FG to MG Qz","2 64mm ang subrounded clasts in a cg often fsph matrix  si se and occasionally clt altered fsph clasts  f spar predominantly  3mm  often ghosted and occasionally clt altered within the si se altered clasts  rare cubic py and occasional fg to mg qz",Other,22,
Comment,2.6m CHILLED MARGIN,2 6m chilled margin,Other,46,
Comment,"2-6mm qz phenocrysts in a qz-se-ca-clt gmass 1-5mm strained clt altered clasts inc patchy ca alteration downhole","2 6mm qz phenocrysts in a qz se ca clt g mass  1 5mm strained clt altered clasts  inc patchy ca alteration downhole",Other,31,
Comment,27 - 30 KH252,27   30 kh252,Other,22,
Comment,27 - 32 KH360,27   32 kh360,Other,22,
Comment,277-277.25 Possible hyaloclasite with predominantly <15mm ang clasts with cuspate margins in a FG Si altered matrix overlying a Dac to VBX peperite,277 277 25 possible hyaloclasite with predominantly  15mm ang clasts with cuspate margins in a fg si altered matrix overlying a dac to vbx peperite,Other,40,
Comment,"2-7mm fractured QPH in a siliceous matrix clt altered blebs stretched // to foliation","2 7mm fractured qph in a siliceous matrix  clt altered blebs stretched to foliation",Other,78,
Comment,2-7mm QPH,2 7mm qph,Other,38,
Comment,2-8mm generally well pres though Ca & mnr Clt alt feld; abund qtz phenos generally1-3mm subrdd & partly fract; wk fol defined by wispy-patchy alt & pheno alignment,2 8mm generally well pres though ca   mnr clt alt feld  abund qtz phenos generally1 3mm subrdd   partly fract  wk fol defined by wispy patchy alt   pheno alignment,Other,27,
Comment,"2-8m qtz phenos several small dlt intrusives around previous contact. Grad. Contact w/ next unit. Occ clt alt spot alt feld pheno ?","2 8m qtz pheno s several small dlt intrusives around previous contact  grad  contact w next unit  occ clt alt spot  alt  feld  pheno ",Other,67,
Comment,29-30 25% QTZ,29 30 25  qtz,Other,33,
Comment,295.5m= banding parallel to drill direction,295 5m= banding parallel to drill direction,Other,45,
Comment,"2% blebby PY at 140m rare porphyroblasts","2  blebby py at 140m  rare porphyroblasts",Other,39,
Comment,2cm fault filled with crushed rock parallel to CA,2cm fault filled with crushed rock parallel to ca,fault,100,
Comment,2% CY Fall in.  ,2  cy fall in ,fall,100,
Comment,2% CY Fall in.  LAM,2  cy fall in  lam,fall,100,
Comment,2% disseminated PY at 128m,2  disseminated py at 128m,Other,44,
Comment,2% GOE FALL IN,2  goe fall in,fall,100,
Comment,2% LIM CONTAM,2  lim contam,Other,54,
Comment,"2m chilled contact at top PY vein at 98m","2m chilled contact at top  py vein at 98m",vein,100,
Comment,"2m chilled margin at contact trace MGT","2m chilled margin at contact  trace mgt",Other,67,
Comment,2m chilled margins with fine 0.5mm pale pink leucoxenes,2m chilled margins with fine pale pink leucoxenes,Other,62,
Comment,2m chilled upper contact with 0.5m QZCB vein. Some veins have prominent chlorite,2m chilled upper contact with 0 5m qzcb vein  some veins have prominent chlorite,vein,100,
Comment,"<2mm biotite grains anastomosing calcite veins"," 2mm biotite grains  anastomosing calcite veins",vein,100,
Comment,"2mm black angular clasts. Evidence of soft sediment deformation reverse grading in several beds.","2mm black angular clasts  evidence of soft sediment deformation  reverse grading in several beds ",sediment,100,
Comment,<2mm Ca altered fspar locally well preserved. Finer grained possibly banded base with occasional <1mm Qz, 2mm ca altered f spar locally well preserved  finer grained possibly banded base with occasional  1mm qz,Other,71,
Comment,2mm EPI veins,2mm epi veins,vein,101,
Comment,<2mm feldspar as above and ghosted in part apparent in some zones, 2mm feldspar as above and  ghosted  in part apparent in some zones,Other,52,
Comment,<2mm feldspar phenocrysts in a FG siliceous matrix, 2mm feldspar phenocrysts in a fg siliceous matrix,Other,78,
Comment,"<2mm flecks of visible electrum angular clasts to inclusions of sedt - FG thinly bedded to laminated Si altered occasionally with chloritic margins 913.2-913.4 FG lam to thinly bedded sedt with beds containing clasts to disseminated pyrite"," 2mm flecks of visible electrum  angular clasts to inclusions of sedt   fg thinly bedded to laminated si altered occasionally with chloritic margins  913 2 913 4 fg lam to thinly bedded sedt with beds containing clasts to disseminated pyrite",massive_sulphide,100,
Comment,"2mm fs minor qtz","2mm fs  minor qtz",Other,47,
Comment,"<2mm partly ca altered fspar in a v.f.g. si/se altered gmass 2cm chilled margins at both contacts increased intensity of foliation at contacts"," 2mm partly ca altered f spar in a v f g  si se altered g mass  2cm chilled margins at both contacts  increased intensity of foliation at contacts",Other,29,
Comment,2mm QTZ,2mm qtz,Other,46,
Comment,"<2mm Qz and 2-4mm partly Ca altered fspar locally apparent Qz/Ca veining - fault fill approx parallel to core axis strong to intense foliation defined by wispy Se"," 2mm qz and 2 4mm partly ca altered f spar locally apparent  qz ca veining   fault fill approx parallel to core axis  strong to intense foliation defined by wispy se",fill,100,
Comment,"<2mm subhedral fspar in initial 2m of interval elongate foln parallel clt altered clasts thereafter"," 2mm subhedral f spar in initial 2m of interval  elongate foln parallel clt altered clasts thereafter",Other,34,
Comment,"<2mm sub to euhedral fspar Qz/Ca/Clt veining"," 2mm sub to euhedral f spar  qz ca clt veining",Other,46,
Comment,<2M OF COLLUVIAL COVER. ABD. FLT., 2m of colluvial cover  abd  flt ,cover,100,
Comment,"2M  OF COLLUVIAL COVER QZ FLY & SIF SCREE.","2m of colluvial cover  qz fly   sif scree ",cover,100,
Comment,"2m of cover may be alluvial.","2m of cover  may be alluvial ",alluvium,100,
Comment,2m of trans. cover,2m of trans  cover,cover,101,
Comment,2m of trans. cover.,2m of trans  cover ,cover,101,
Comment,2M OF TRANS. COVER,2m of trans  cover,cover,101,
Comment,2M OF TRANS. COVER.,2m of trans  cover ,cover,101,
Comment,2m of trans. cover. also pis.,2m of trans  cover  also pis ,cover,100,
Comment,2m of transported cover. partly pis also.,2m of transported cover  partly pis also ,colluvium,100,
Comment,2m trace SP from 141 and 150m,2m trace sp from 141 and 150m,Other,44,
Comment,2m trans. cover.,2m trans  cover ,cover,101,
Comment,2m transported csc,2m transported csc,colluvium,100,
Comment,2 OR 11M OF TRANS. COVER. CCR015 SUGGESTS 2M.,2 or 11m of trans  cover  ccr015 suggests 2m ,cover,100,
Comment,2% PIS,2  pis,Other,46,
Comment,"2% PY at 75m weak SI alteration at 73m","2  py at 75m  weak si alteration at 73m",Other,42,
Comment,2 SEQUENCES OF VC GRADING UP TO SDST OR FINER GRAINED VC,2 sequences of vc grading up to sdst or finer grained vc,Other,40,
Comment,"2 ST MGT PO DS ON LAMS","2 st mgt  po ds on lams",Other,50,
Comment,2% vn qtz felted and si alt lim / hem stain,2  vn qtz felted and si alt lim hem stain,Other,46,
Comment,3, ,aeolian_deposit,101,
Comment,300mm PEPERITE CONTACT AT 308.3m,300mm peperite contact at 308 3m,Other,67,
Comment,300mm QZCARB VEIN AT BASAL CONTACT,300mm qzcarb vein at basal contact,vein,100,
Comment,30-31m vn qz 5,30 31m vn qz 5,Other,29,
Comment,30 - 34 KH354,30   34 kh354,Other,22,
Comment,30cm clasts supp Bx of Si clasts<20mm +/-subrdd qtz<5mm; incr Clt alt gmass grades into perv Clt alt mas SDST; trace subrdd qtz<3mm; abund fg dissem leucoxene; wk fol incr dhole defined by wispy Se,30cm clasts supp bx of si clasts 20mm +  subrdd qtz 5mm  incr clt alt g mass grades into perv clt alt mas sdst  trace subrdd qtz 3mm  abund fg dissem leucoxene  wk fol incr d hole defined by wispy se,Other,22,
Comment,30CM FINGER OF DAC,30cm finger of dac,Other,46,
Comment,"30% FELDSPAR SAME SIZE AS ABOVE","30  feldspar  same size as above",Other,60,
Comment,"30mm sandy slst on contact w/ prev unit. Poss strongly ghosted fsph txt rare pb clast. Si alt mod dec d/h w/ inc clt alt. W se alt on cleav planes. Strongly veined.","30mm sandy slst on contact w prev unit  poss strongly ghosted fsph txt  rare pb clast  si alt mod dec d h w inc clt alt  w se alt on cleav planes  strongly veined ",Other,67,
Comment,"<30mm siliceous clasts  in a clt altered matrix fspar replaced by silica"," 30mm siliceous  clasts  in a clt altered matrix  f spar replaced by silica",Other,78,
Comment,"<30mm subangular to stretched silica and clt altered clasts Fe stained joints and vugs after clasts"," 30mm subangular to stretched silica and clt altered clasts  fe stained joints and vugs after clasts",Other,34,
Comment,30% PIS,30  pis,Other,43,
Comment,30% rounded QZ,30  rounded qz,Other,46,
Comment,31 - 34 KH386,31   34 kh386,Other,22,
Comment,31 - 35 KH265,31   35 kh265,Other,22,
Comment,3 1M THICK QTZ VEINS,3 1m thick qtz veins,vein,101,
Comment,33 - 36 KH379,33   36 kh379,Other,22,
Comment,336.1-336.5m AQUIFER FAULT ORANGE FECO3 VEINING,336 1 336 5m aquifer fault orange feco3 veining,fault,100,
Comment,"</= 3-4mm feldspar ghosted in part and occasional cubic pyrite","  = 3 4mm feldspar   ghosted  in part and occasional cubic pyrite",massive_sulphide,100,
Comment,"<3-4mm fspar as above occasional <1mm Qz  Wk clt alteration selvedge associated with jts gives a banded appearance particularly in the first 9m of interval."," 3 4mm f spar as above  occasional  1mm qz  wk clt alteration selvedge associated with jts gives a banded appearance particularly in the first 9m of interval ",Other,71,
Comment,"3-4mm fspar predominantly ghosted and/or clt altered occasional si/se altered patches","3 4mm f spar predominantly ghosted and or clt altered  occasional si se altered patches",patches,100,
